ID,Make,Model,Year,Trim,Trim (description),Base MSRP,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city/highway MPG,Range in miles (city/hwy),Country of origin,Car classification,Platform code / generation number
101411141,BMW,3 Series,2012,335i,335i 2dr Coupe (3.0L 6cyl Turbo 6M),"$45,100",Coupe,181.9,70.2,54.9,108.7,3560,I6,3,300,5800,300,1300,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,22,19/28 MPG,305.9/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101411142,BMW,3 Series,2012,335i xDrive,335i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 6M),"$46,800",Coupe,181.9,70.2,54.9,108.7,3582,I6,3,300,5800,300,1300,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,22,19/26 MPG,305.9/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101411143,BMW,3 Series,2012,335is,335is 2dr Coupe (3.0L 6cyl Turbo 6M),"$52,100",Coupe,181.9,70.2,54.9,108.7,3571,I6,3,320,5900,332,1500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,21,18/26 MPG,289.8/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101411287,BMW,3 Series,2012,328i,328i 2dr Convertible (3.0L 6cyl 6M),"$47,600",Convertible,181.9,70.2,54.5,108.7,3825,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101411288,BMW,3 Series,2012,335i,335i 2dr Convertible (3.0L 6cyl Turbo 6M),"$53,800",Convertible,181.9,70.2,54.5,108.7,3979,I6,3,300,5800,300,1300,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,22,19/28 MPG,305.9/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101411294,BMW,3 Series,2012,335is,335is 2dr Convertible (3.0L 6cyl Turbo 6M),"$60,800",Convertible,181.9,70.2,54,108.7,4001,I6,3,320,5900,332,1500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,21,18/26 MPG,289.8/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101409209,BMW,3 Series,2012,M3,M3 2dr Coupe (4.0L 8cyl 6M),"$60,100",Coupe,181.8,71.5,55.6,108.7,3704,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,14/20 MPG,232.4/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101409210,BMW,3 Series,2012,M3,M3 2dr Convertible (4.0L 8cyl 6M),"$68,750",Convertible,181.7,71,54.8,108.7,4145,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,13/20 MPG,215.8/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200939,BMW,3 Series,2010,328i,328i 4dr Sedan (3.0L 6cyl 6M),"$33,150",Sedan,178.2,71.5,55.9,108.7,3362,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,22,18/28 MPG,289.8/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200940,BMW,3 Series,2010,328i xDrive,328i xDrive 4dr Sedan AWD (3.0L 6cyl 6M),"$35,150",Sedan,178.2,71.5,55.9,108.7,3605,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200941,BMW,3 Series,2010,335i,335i 4dr Sedan (3.0L 6cyl Turbo 6M),"$40,600",Sedan,178.2,71.5,55.9,108.7,3593,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200942,BMW,3 Series,2010,335i xDrive,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 6M),"$42,600",Sedan,178.2,71.5,55.9,108.7,3814,I6,3,300,5800,300,1400,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,19,16/25 MPG,257.6/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200944,BMW,3 Series,2010,328i,328i 4dr Wagon (3.0L 6cyl 6M),"$35,700",Wagon,178.2,71.5,55.8,108.7,3527,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200945,BMW,3 Series,2010,328i xDrive,328i xDrive 4dr Wagon AWD (3.0L 6cyl 6M),"$37,700",Wagon,178.2,71.5,55.8,108.7,3770,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200928,BMW,3 Series,2010,328i,328i 2dr Coupe (3.0L 6cyl 6M),"$36,200",Coupe,181.1,70.2,53.9,108.7,3351,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,22,18/28 MPG,289.8/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200929,BMW,3 Series,2010,328i xDrive,328i xDrive 2dr Coupe AWD (3.0L 6cyl 6M),"$38,100",Coupe,181.1,70.2,53.9,108.7,3582,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200930,BMW,3 Series,2010,335i,335i 2dr Coupe (3.0L 6cyl Turbo 6M),"$42,650",Coupe,181.1,70.2,53.9,108.7,3571,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200931,BMW,3 Series,2010,335i xDrive,335i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 6M),"$44,550",Coupe,181.1,70.2,53.9,108.7,3759,I6,3,300,5800,300,1400,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,19,16/25 MPG,257.6/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200943,BMW,3 Series,2010,335d,335d 4dr Sedan (3.0L 6cyl Turbodiesel 6A),"$43,950",Sedan,178.2,71.5,55.9,108.7,3825,I6,3,265,4200,425,1750,rear wheel drive,6-speed shiftable automatic,diesel,diesel fuel,16.1,27,23/36 MPG,370.3/579.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200937,BMW,3 Series,2010,328i,328i 2dr Convertible (3.0L 6cyl 6M),"$45,000",Convertible,180.6,70.2,54.5,108.7,3792,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101200938,BMW,3 Series,2010,335i,335i 2dr Convertible (3.0L 6cyl Turbo 6M),"$51,200",Convertible,180.6,70.2,54.5,108.7,3946,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101216057,BMW,3 Series,2010,M3,M3 4dr Sedan (4.0L 8cyl 6M),"$55,400",Sedan,180.4,71.5,57,108.7,3726,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,14/20 MPG,232.4/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101216058,BMW,3 Series,2010,M3,M3 2dr Coupe (4.0L 8cyl 6M),"$58,400",Coupe,181.8,71.5,55.6,108.7,3704,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,14/20 MPG,232.4/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101216059,BMW,3 Series,2010,M3,M3 2dr Convertible (4.0L 8cyl 6M),"$67,050",Convertible,181.7,71,54.8,108.7,4145,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,13/20 MPG,215.8/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946471,BMW,3 Series,2008,328i,328i 4dr Sedan (3.0L 6cyl 6M),"$32,700",Sedan,178.2,71.5,55.9,108.7,3340,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,21,18/28 MPG,289.8/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946472,BMW,3 Series,2008,328xi,328xi 4dr Sedan AWD (3.0L 6cyl 6M),"$34,600",Sedan,178.2,71.5,55.9,108.7,3582,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946473,BMW,3 Series,2008,335i,335i 4dr Sedan (3.0L 6cyl Turbo 6M),"$39,300",Sedan,178.2,71.5,55.9,108.7,3594,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946474,BMW,3 Series,2008,335xi,335xi 4dr Sedan AWD (3.0L 6cyl Turbo 6M),"$41,200",Sedan,178.2,71.5,55.9,108.7,3814,I6,3,300,5800,300,1400,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,19,16/25 MPG,257.6/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946475,BMW,3 Series,2008,328i,328i 4dr Wagon (3.0L 6cyl 6M),"$34,500",Wagon,178.2,71.5,55.8,108.7,3527,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/27 MPG,273.7/434.7 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946476,BMW,3 Series,2008,328xi,328xi 4dr Wagon AWD (3.0L 6cyl 6M),"$36,400",Wagon,178.2,71.5,55.8,108.7,3770,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946384,BMW,3 Series,2008,328i,328i 2dr Coupe (3.0L 6cyl 6M),"$35,600",Coupe,181.1,70.2,54.1,108.7,3351,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,21,18/28 MPG,289.8/450.8 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946385,BMW,3 Series,2008,328xi,328xi 2dr Coupe AWD (3.0L 6cyl 6M),"$37,400",Coupe,181.1,70.2,54.9,108.7,3582,I6,3,230,6500,200,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/25 MPG,273.7/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946386,BMW,3 Series,2008,335i,335i 2dr Coupe (3.0L 6cyl Turbo 6M),"$41,200",Coupe,181.1,70.2,54.1,108.7,3571,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946468,BMW,3 Series,2008,335xi,335xi 2dr Coupe AWD (3.0L 6cyl Turbo 6M),"$43,000",Coupe,181.1,70.2,54.1,108.7,3759,I6,3,300,5800,300,1400,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,19,16/25 MPG,257.6/402.5 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946469,BMW,3 Series,2008,328i,328i 2dr Convertible (3.0L 6cyl 6M),"$43,500",Convertible,180.6,70.2,54.5,108.7,3792,I6,3,230,6500,200,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/27 MPG,273.7/434.7 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100946470,BMW,3 Series,2008,335i,335i 2dr Convertible (3.0L 6cyl Turbo 6M),"$49,500",Convertible,180.6,70.2,54.5,108.7,3946,I6,3,300,5800,300,1400,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100991471,BMW,3 Series,2008,M3,M3 4dr Sedan (4.0L 8cyl 6M),"$53,800",Sedan,180.4,71.5,57,108.7,3726,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,14/20 MPG,232.4/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100991472,BMW,3 Series,2008,M3,M3 2dr Coupe (4.0L 8cyl 6M),"$56,500",Coupe,181.8,71.5,55.6,108.7,3704,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,14/20 MPG,232.4/332.0 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
101003392,BMW,3 Series,2008,M3,M3 2dr Convertible (4.0L 8cyl 6M),"$64,950",Convertible,181.8,71,54.8,108.7,4145,V8,4,414,8300,295,3900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,16,13/19 MPG,215.8/315.4 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100530523,BMW,3 Series,2006,325i,325i 4dr Sedan (3.0L 6cyl 6M),"$30,900",Sedan,178.2,71.5,55.9,108.7,3285,I6,3,215,6250,185,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),15.9,21,18/28 MPG,286.2/445.2 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100652311,BMW,3 Series,2006,325xi,325xi 4dr Sedan AWD (3.0L 6cyl 6M),"$32,800",Sedan,178.2,71.5,55.9,108.7,3560,I6,3,215,6250,185,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),15.9,20,17/26 MPG,270.3/413.4 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100530524,BMW,3 Series,2006,330i,330i 4dr Sedan (3.0L 6cyl 6M),"$36,600",Sedan,178.2,71.5,55.9,108.7,3417,I6,3,255,6600,220,2750,rear wheel drive,6-speed manual,gas,premium unleaded (required),15.9,21,18/28 MPG,286.2/445.2 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100652314,BMW,3 Series,2006,330xi,330xi 4dr Sedan AWD (3.0L 6cyl 6M),"$38,500",Sedan,178.2,71.5,55.9,108.7,3627,I6,3,255,6600,220,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),15.9,20,17/26 MPG,270.3/413.4 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100652315,BMW,3 Series,2006,325Ci,325Ci 2dr Coupe (2.5L 6cyl 5M),"$32,300",Coupe,176.7,69.2,53.9,107.3,3197,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100652317,BMW,3 Series,2006,330Ci,330Ci 2dr Coupe (3.0L 6cyl 6M),"$37,600",Coupe,176.7,69.2,53.9,107.3,3285,I6,3,225,5900,214,3500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,21,18/28 MPG,298.8/464.8 mi.,Europe/Germany,Compact car,E46
100645586,BMW,3 Series,2006,325xi,325xi 4dr Wagon AWD (3.0L 6cyl 6M),"$34,600",Wagon,178.2,71.5,57.3,108.7,3737,I6,3,215,6250,185,2750,all wheel drive,6-speed manual,gas,premium unleaded (required),16.1,20,17/26 MPG,273.7/418.6 mi.,Europe/Germany,Compact car,"E90, E91, E92, E93"
100652316,BMW,3 Series,2006,325Ci,325Ci 2dr Convertible (2.5L 6cyl 5M),"$39,600",Convertible,176.7,69.2,54,107.3,3560,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/25 MPG,282.2/415.0 mi.,Europe/Germany,Compact car,E46
100652318,BMW,3 Series,2006,330Ci,330Ci 2dr Convertible (3.0L 6cyl 6M),"$44,900",Convertible,176.7,69.2,54,107.3,3616,I6,3,225,5900,214,3500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,20,17/26 MPG,282.2/431.6 mi.,Europe/Germany,Compact car,E46
100650029,BMW,3 Series,2006,M3,M3 2dr Coupe (3.2L 6cyl 6M),"$48,900",Coupe,176.9,70.1,54,107.5,3415,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,17,14/22 MPG,232.4/365.2 mi.,Europe/Germany,Compact car,E46
100650030,BMW,3 Series,2006,M3,M3 2dr Convertible (3.2L 6cyl 6M),"$56,600",Convertible,176.9,70.1,53.9,107.5,3781,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,17,14/21 MPG,232.4/348.6 mi.,Europe/Germany,Compact car,E46
100351174,BMW,3 Series,2004,325i,325i Rwd 4dr Sedan (2.5L 6cyl 5M),"$28,100",Sedan,176,68.5,55.7,107.3,3219,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100351175,BMW,3 Series,2004,325xi,325xi AWD 4dr Sedan (2.5L 6cyl 5M),"$29,850",Sedan,176,68.5,56.5,107.3,3461,I6,2.5,184,6000,175,3500,all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/25 MPG,282.2/415.0 mi.,Europe/Germany,Compact car,E46
100351179,BMW,3 Series,2004,330xi,330xi AWD 4dr Sedan (3.0L 6cyl 6M),"$36,950",Sedan,176,68.5,56.5,107.3,3483,I6,3,225,5900,214,3500,all wheel drive,6-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100351178,BMW,3 Series,2004,330i,330i Rwd 4dr Sedan (3.0L 6cyl 6M),"$35,200",Sedan,176,68.5,55.7,107.3,3285,I6,3,225,5900,214,3500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100273738,BMW,3 Series,2004,325Ci,325Ci Rwd 2dr Coupe (2.5L 6cyl 5M),"$30,500",Coupe,176.7,69.2,53.9,107.3,3197,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100273739,BMW,3 Series,2004,330Ci,330Ci Rwd 2dr Coupe (3.0L 6cyl 6M),"$36,800",Coupe,176.7,69.2,53.9,107.3,3285,I6,3,225,5900,214,3500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100351176,BMW,3 Series,2004,325i,325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),"$30,800",Wagon,176.3,68.5,55.5,107.3,3362,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100351177,BMW,3 Series,2004,325xi,325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),"$32,550",Wagon,176.3,68.5,56.3,107.3,3594,I6,2.5,184,6000,175,3500,all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/24 MPG,282.2/398.4 mi.,Europe/Germany,Compact car,E46
100273737,BMW,3 Series,2004,325Ci,325Ci Rwd 2dr Convertible (2.5L 6cyl 5M),"$37,800",Convertible,176.7,69.2,54,107.3,3560,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/25 MPG,282.2/415.0 mi.,Europe/Germany,Compact car,E46
100273740,BMW,3 Series,2004,330Ci,330Ci Rwd 2dr Convertible (3.0L 6cyl 6M),"$44,100",Convertible,176.7,69.2,54,107.3,3616,I6,3,225,5900,214,3500,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,20,17/26 MPG,282.2/431.6 mi.,Europe/Germany,Compact car,E46
100349157,BMW,3 Series,2004,M3,M3 2dr Coupe (3.2L 6cyl 6M),"$47,100",Coupe,176.8,70.1,54,107.5,3415,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,17,15/22 MPG,249.0/365.2 mi.,Europe/Germany,Compact car,E46
100349158,BMW,3 Series,2004,M3,M3 2dr Convertible (3.2L 6cyl 6M),"$55,600",Convertible,176.8,70.1,53.7,107.5,3781,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,17,14/21 MPG,232.4/348.6 mi.,Europe/Germany,Compact car,E46
100003664,BMW,3 Series,2002,325i,325i Rwd 4dr Sedan (2.5L 6cyl 5M),"$27,100",Sedan,176,68.5,55.7,107.3,3219,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100003670,BMW,3 Series,2002,330i,330i Rwd 4dr Sedan (3.0L 6cyl 5M),"$33,990",Sedan,176,68.5,55.7,107.3,3285,I6,3,225,5900,214,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,22,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100003666,BMW,3 Series,2002,325xi,325xi AWD 4dr Sedan (2.5L 6cyl 5M),"$28,850",Sedan,176,68.5,56.5,107.3,3461,I6,2.5,184,6000,175,3500,all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/25 MPG,282.2/415.0 mi.,Europe/Germany,Compact car,E46
100003671,BMW,3 Series,2002,330xi,330xi AWD 4dr Sedan (3.0L 6cyl 5M),"$35,740",Sedan,176,68.5,56.5,107.3,3483,I6,3,225,5900,214,3500,all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,18/25 MPG,298.8/415.0 mi.,Europe/Germany,Compact car,E46
100003663,BMW,3 Series,2002,325Ci,325Ci Rwd 2dr Coupe (2.5L 6cyl 5M),"$29,100",Coupe,176.7,69.2,53.9,107.3,3197,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100003669,BMW,3 Series,2002,330Ci,330Ci Rwd 2dr Coupe (3.0L 6cyl 5M),"$34,990",Coupe,176.7,69.2,53.9,107.3,3285,I6,3,225,5900,214,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,22,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100003665,BMW,3 Series,2002,325i,325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),"$29,500",Wagon,176.3,68.5,55.5,107.3,3362,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 MPG,298.8/448.2 mi.,Europe/Germany,Compact car,E46
100003667,BMW,3 Series,2002,325xi,325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),"$31,250",Wagon,176.3,68.5,56.3,107.3,3594,I6,2.5,184,6000,175,3500,all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/24 MPG,282.2/398.4 mi.,Europe/Germany,Compact car,E46
100003662,BMW,3 Series,2002,325Ci,325Ci Rwd 2dr Convertible (2.5L 6cyl 5M),"$36,100",Convertible,176.7,69.2,54,107.3,3560,I6,2.5,184,6000,175,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,19,17/24 MPG,282.2/398.4 mi.,Europe/Germany,Compact car,E46
100003668,BMW,3 Series,2002,330Ci,330Ci Rwd 2dr Convertible (3.0L 6cyl 5M),"$42,400",Convertible,176.7,69.2,54,107.3,3616,I6,3,225,5900,214,3500,rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/26 MPG,282.2/431.6 mi.,Europe/Germany,Compact car,E46
100003687,BMW,3 Series,2002,M3,M3 2dr Coupe (3.2L 6cyl 6M),"$45,900",Coupe,176.8,70.1,54,107.5,3415,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,,,0/0 mi.,Europe/Germany,Compact car,E46
100003686,BMW,3 Series,2002,M3,M3 2dr Convertible (3.2L 6cyl 6M),"$53,900",Convertible,176.8,70.1,53.7,107.5,3781,I6,3.2,333,7900,262,4900,rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,,,0/0 mi.,Europe/Germany,Compact car,E46
10585,BMW,3 Series,2000,323Ci,323Ci 2dr Coupe,,Coupe,176.7,69.2,54.6,107.3,3153,I6,2.5,170,5500,181,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,21,18/26 MPG,298.8/431.6 mi.,Europe/Germany,Compact car,E46
10586,BMW,3 Series,2000,328Ci,328Ci 2dr Coupe,,Coupe,176.7,68.5,54.6,107.3,3197,I6,2.8,193,5500,206,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,21,18/26 MPG,298.8/431.6 mi.,Europe/Germany,Compact car,E46
13011,BMW,3 Series,2000,323Ci,323Ci 2dr Convertible,,Convertible,176.7,69.2,54,107.3,3560,I6,2.5,170,5500,181,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,19,17/23 MPG,282.2/381.8 mi.,Europe/Germany,Compact car,E46
10587,BMW,3 Series,2000,323i,323i 4dr Sedan,,Sedan,176,68.5,55.7,107.3,3153,I6,2.5,170,5500,181,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,21,18/26 MPG,298.8/431.6 mi.,Europe/Germany,Compact car,E46
10588,BMW,3 Series,2000,328i,328i 4dr Sedan,,Sedan,176,68.5,55.7,107.3,3197,I6,2.8,193,5500,206,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,21,18/26 MPG,298.8/431.6 mi.,Europe/Germany,Compact car,E46
13012,BMW,3 Series,2000,323iT,323iT 4dr Wagon,,Wagon,176.3,68.5,55.5,107.3,3351,I6,2.5,170,5500,181,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,21,18/26 MPG,298.8/431.6 mi.,Europe/Germany,Compact car,E46
17321,BMW,3 Series,1998,318i,318i 4dr Sedan,,Sedan,174.5,66.9,54.8,106.3,2954,I4,1.9,138,6000,133,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,24,20/29 MPG,328.0/475.6 mi.,Europe/Germany,Compact car,E36
17326,BMW,3 Series,1998,328i,328i 4dr Sedan,,Sedan,176,68.5,55.7,107.3,3197,I6,2.8,193,5500,206,3500,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,20,17/26 MPG,282.2/431.6 mi.,Europe/Germany,Compact car,E36
17323,BMW,3 Series,1998,318ti,318ti 2dr Hatchback,,Hatchback,165.7,67.3,54.8,106.3,2778,I4,1.9,138,6000,133,4300,rear wheel drive,5-speed manual,gas,regular unleaded,14.5,24,20/29 MPG,290.0/420.5 mi.,Europe/Germany,Compact car,E36
17324,BMW,3 Series,1998,323i,323i 2dr Convertible,,Convertible,174.5,67.3,53.1,106.3,3296,I6,2.5,168,5500,181,3950,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,18/27 MPG,295.2/442.8 mi.,Europe/Germany,Compact car,E36
